6851,6668,6236,5649,4707,5201,5123,5029,5698,5966,6648,2400
6278,4574,4586,5502,4149,4042,4472,3971,7433,6056,5487,2367
5004,5164,4236,3872,3153,3727,3956,3558,4934,9017,8763,2279
7800,4499,4059,4047,3348,3237,3474,4340,6594,6744,6940,3279
7747,4639,5835,5460,5209,4739,2908,4000,6855,8200,6435,3115
5355,4444,5339,4648,4774,4380,4816,3837,5387,6252,6987,2667
4551,4512,4718,4391,4410,3806,4039,3898,5291,5337,4556,2383
3414,4848,5099,4522,4299,4361,2936,4552,3789,4508,4770,2442
