4925,6020,9869,6153,4990,10225,6263,7180,6005,7782,6377,2668
3899,3461,10728,5803,3659,4162,5045,3546,3734,6094,7031,2311
3321,3401,2601,3936,2470,2543,2972,2492,7933,3875,4313,2305
3351,2899,3255,3236,3013,2626,3804,3102,4163,2811,2678,1905
3877,4348,3678,4365,3599,3409,3458,3546,3854,3761,3108,2213
5164,5391,3846,4854,3737,3219,3847,6835,3672,3850,3873,1960
3731,4024,4108,4859,3684,3750,4225,4338,3499,3237,3442,1946
3023,4153,5617,5099,4891,4469,4253,3789,3648,3768,3228,2149
