575,560,487,539,510,543,469,518,512,479,480
581,514,486,515,499,496,469,491,477,455,456
594,491,512,520,485,475,490,486,484,457,516
593,515,476,484,476,463,469,444,479,452,494
581,494,490,474,478,466,482,440,452,483,483
548,480,478,497,506,473,458,460,457,463,465
521,446,484,533,474,484,467,435,475,449,469
570,498,507,479,496,473,487,501,495,481,473
